sentence1,sentence2,score
歌唱时摇扇的风姿韵态摇曳生姿。,临歌扇影飘,1.0
这使人会想起孔子微服过宋的故事来。,定鼎还思卜洛年,0.0
这使人会想起孔子微服过宋的故事来。,微服还思过宋年,1.0
这使人会想起孔子微服过宋的故事来。,微服过宋我何敢,0.0
这使人会想起孔子微服过宋的故事来。,还似当年过宋时,0.0
久已花白的头发如今像霜雪一般白了。,催成两鬓如霜雪,0.0
久已花白的头发如今像霜雪一般白了。,久拚两鬓如霜雪,0.0
久已花白的头发如今像霜雪一般白了。,久斑两鬓如霜雪,1.0
久已花白的头发如今像霜雪一般白了。,思君两鬓如霜草,0.0
灯火通明的夜市，春风沉醉的夜晚。,市桥灯火闹,0.0
灯火通明的夜市，春风沉醉的夜晚。,市桥灯火繁,0.0
灯火通明的夜市，春风沉醉的夜晚。,地余夜市火,0.0
灯火通明的夜市，春风沉醉的夜晚。,夜市桥边火,1.0
皇帝和大臣纵情娱乐，享不尽贵富荣华。,乐动半天闻,0.0
皇帝和大臣纵情娱乐，享不尽贵富荣华。,乐殷殿前雷,0.0
皇帝和大臣纵情娱乐，享不尽贵富荣华。,乐动殷樛嶱,1.0
皇帝和大臣纵情娱乐，享不尽贵富荣华。,大乐殷春雷,0.0
我怀疑它是海上的云气。,疑是海上云,1.0
我怀疑它是海上的云气。,海上有云飞,0.0
我怀疑它是海上的云气。,海上碧云尽,0.0
我怀疑它是海上的云气。,疑是海中山,0.0
他头上反戴看白接篱之帽骊在马上。,肯白头上发,0.0
他头上反戴看白接篱之帽骊在马上。,头上白接䍠,0.0
他头上反戴看白接篱之帽骊在马上。,上头白发多,0.0
他头上反戴看白接篱之帽骊在马上。,头上白接篱,1.0
高楼上风雨如晦感动于杜司勋的诗文。,风雨鸡鸣同此感,0.0
高楼上风雨如晦感动于杜司勋的诗文。,风雨高楼此尾声,0.0
高楼上风雨如晦感动于杜司勋的诗文。,高楼风雨感斯文,1.0
高楼上风雨如晦感动于杜司勋的诗文。,风雨高楼空复感,0.0
皇宫深深楼阁高耸云霄。,梵宫深处结高台,0.0
皇宫深深楼阁高耸云霄。,紫掖晴来宫殿高,0.0
皇宫深深楼阁高耸云霄。,翠微深处有高楼,0.0
皇宫深深楼阁高耸云霄。,深宫高楼入紫清,1.0
白白承受了清风吹沐。,叨沐清风吹,1.0
白白承受了清风吹沐。,清风吹细葛,0.0
白白承受了清风吹沐。,清风满面吹,0.0
白白承受了清风吹沐。,长沐惠风吹,0.0
我说庄子有山木和鸣雁的比喻，我的牙齿落光了，说不定也是喜事。,我言庄周云，木雁各有喜。,1.0
我说庄子有山木和鸣雁的比喻，我的牙齿落光了，说不定也是喜事。,我友周筜谷，言君一季鹰。,0.0
我说庄子有山木和鸣雁的比喻，我的牙齿落光了，说不定也是喜事。,书中何云云，道我别离久。,0.0
我说庄子有山木和鸣雁的比喻，我的牙齿落光了，说不定也是喜事。,庄周悲杀雁，本为不能鸣。,0.0
我便就着灯光用小草赶写着迎春的桃符。,拈韵灯前课小诗,0.0
我便就着灯光用小草赶写着迎春的桃符。,灯前小草写桃符,1.0
我便就着灯光用小草赶写着迎春的桃符。,自写桃符烧短烛,0.0
我便就着灯光用小草赶写着迎春的桃符。,自拈秃笔写桃符,0.0
在京师，皇帝与达官贵人们登上席次乘坐高座。,海印堂中狮子座,0.0
在京师，皇帝与达官贵人们登上席次乘坐高座。,黄金狮子乘高座,1.0
在京师，皇帝与达官贵人们登上席次乘坐高座。,安得黄金高北斗,0.0
在京师，皇帝与达官贵人们登上席次乘坐高座。,双金狮子四金龙,0.0
黄昏时香车才缓缓归去。,日落香车入,1.0
黄昏时香车才缓缓归去。,烛照香车入,0.0
黄昏时香车才缓缓归去。,香车金犊过,0.0
黄昏时香车才缓缓归去。,落日素车还,0.0
在露水下滴，月上中天的夏夜。,露洗铅华雨滴腮,0.0
在露水下滴，月上中天的夏夜。,露华滴沥月上天,1.0
在露水下滴，月上中天的夏夜。,露湿遥天洗月华,0.0
在露水下滴，月上中天的夏夜。,露带晓光珠滴沥,0.0
频频挥手作别从此离去。,握手自兹去,0.0
频频挥手作别从此离去。,抗手从兹去,0.0
频频挥手作别从此离去。,挥手自兹去,1.0
频频挥手作别从此离去。,挥棹从兹去,0.0
牧童笑而不答遥指杏花山村。,牧童休更指前村,0.0
牧童笑而不答遥指杏花山村。,牧童遥指碧花丛,0.0
牧童笑而不答遥指杏花山村。,郡人遥指水西村,0.0
牧童笑而不答遥指杏花山村。,牧童遥指杏花村,1.0
想打听一下是否有西江来的商船。,归问浙江船,0.0
想打听一下是否有西江来的商船。,西江使船至,0.0
想打听一下是否有西江来的商船。,欲问西江船,1.0
想打听一下是否有西江来的商船。,欲渡西江水,0.0
先是饱览了瞿塘峡的风光。,晓入瞿塘峡,0.0
先是饱览了瞿塘峡的风光。,屡过瞿唐峡,0.0
先是饱览了瞿塘峡的风光。,始经瞿唐峡,1.0
先是饱览了瞿塘峡的风光。,始入福唐州,0.0
因此燃着高高的蜡烛，不肯错过欣赏这海棠盛开的时机。,更烧高烛照红妆,0.0
因此燃着高高的蜡烛，不肯错过欣赏这海棠盛开的时机。,曾烧银烛照红妆,0.0
因此燃着高高的蜡烛，不肯错过欣赏这海棠盛开的时机。,故烧高烛照妆台,0.0
因此燃着高高的蜡烛，不肯错过欣赏这海棠盛开的时机。,故烧高烛照红妆,1.0
北望五陵。,一望五陵空,0.0
北望五陵。,北望五陵间,1.0
北望五陵。,园陵望气间,0.0
北望五陵。,五云仍北望,0.0
弹起胡琴，借以抒发今日的愁恨，频繁急切的乐声扑向那紫檀琴槽。,横琴复何事，老向七弦中。,0.0
弹起胡琴，借以抒发今日的愁恨，频繁急切的乐声扑向那紫檀琴槽。,瑶琴山水曲，今日为君弹。,0.0
弹起胡琴，借以抒发今日的愁恨，频繁急切的乐声扑向那紫檀琴槽。,胡琴今日恨，急语向檀槽。,1.0
弹起胡琴，借以抒发今日的愁恨，频繁急切的乐声扑向那紫檀琴槽。,欲销今日恨，强把异乡杯。,0.0
坐着的孩子啼哭，会走路的孩子牵着我的衣服。,原下行人望哭声,0.0
坐着的孩子啼哭，会走路的孩子牵着我的衣服。,更鲜牵衣啼向人,0.0
坐着的孩子啼哭，会走路的孩子牵着我的衣服。,山下行人雨湿衣,0.0
坐着的孩子啼哭，会走路的孩子牵着我的衣服。,坐啼行哭牵人衣,1.0
皇宫中的珍珠、象牙常常堆满的府库。,未央宫中常满库,1.0
皇宫中的珍珠、象牙常常堆满的府库。,置酒宫庭汉未央,0.0
皇宫中的珍珠、象牙常常堆满的府库。,未央宫里三千女,0.0
皇宫中的珍珠、象牙常常堆满的府库。,未央宫中花满枝,0.0
同伴轻抚马鞍前行。,徒侣拂征鞍,1.0
同伴轻抚马鞍前行。,垂柳拂征鞍,0.0
同伴轻抚马鞍前行。,夙驾拂征衣,0.0
同伴轻抚马鞍前行。,飘舞拂征鞭,0.0
灯光绚丽的色彩遥遥看来好像分开了大地。,桂彩分城堞,0.0
灯光绚丽的色彩遥遥看来好像分开了大地。,地望遥分楚,0.0
灯光绚丽的色彩遥遥看来好像分开了大地。,缛彩遥分地,1.0
灯光绚丽的色彩遥遥看来好像分开了大地。,星彩迥分台,0.0
去年一别如今又是春天。,昨秋今复春,0.0
去年一别如今又是春天。,今日已春归,0.0
去年一别如今又是春天。,昨别今已春,1.0
去年一别如今又是春天。,今日已春色,0.0
玉门关周围山峦层层叠叠，像重重屏障护卫着王朝的西北边防。,玉门山嶂几千重,1.0
玉门关周围山峦层层叠叠，像重重屏障护卫着王朝的西北边防。,神山杳霭几千重,0.0
玉门关周围山峦层层叠叠，像重重屏障护卫着王朝的西北边防。,山水千重复万重,0.0
玉门关周围山峦层层叠叠，像重重屏障护卫着王朝的西北边防。,西看叠嶂几千重,0.0
拄着它登上华山去玉女祠呢？,玉女洗头乘夜露,0.0
拄着它登上华山去玉女祠呢？,题诗玉女洗头盆,0.0
拄着它登上华山去玉女祠呢？,玉女盆曾借洗头,0.0
拄着它登上华山去玉女祠呢？,拄到玉女洗头盆,1.0
勉力追求功名禄位。,贪夫徇名利,0.0
勉力追求功名禄位。,强学干名利,1.0
勉力追求功名禄位。,不因名与利,0.0
勉力追求功名禄位。,力学是功名,0.0
老来所干的事，反而要得荒嘴。,老来事业未荒唐,0.0
老来所干的事，反而要得荒嘴。,老来事业无多子,0.0
老来所干的事，反而要得荒嘴。,亦知事业转荒唐,0.0
老来所干的事，反而要得荒嘴。,老来事业转荒唐,1.0
寂寞的一株小桃树，没人欣赏，默默地开着红花。,小桃无主自开花,1.0
寂寞的一株小桃树，没人欣赏，默默地开着红花。,莲塘无主自开花,0.0
寂寞的一株小桃树，没人欣赏，默默地开着红花。,夭桃无主恣开花,0.0
寂寞的一株小桃树，没人欣赏，默默地开着红花。,碧桃无主乱飞花,0.0
潮水涨落有一定周期，比较可信，而大风的起止却难以预料了。,潮水定可信，天风难与期。,1.0
潮水涨落有一定周期，比较可信，而大风的起止却难以预料了。,不似钱塘水，潮来有信期。,0.0
潮水涨落有一定周期，比较可信，而大风的起止却难以预料了。,风涛生有信，天水合无痕。,0.0
潮水涨落有一定周期，比较可信，而大风的起止却难以预料了。,风水不可期，知君定来否。,0.0
白鹤盘旋奔向远方投入了岛屿。,鹤盘远势投孤屿,1.0
白鹤盘旋奔向远方投入了岛屿。,鸦势远盘孤塔影,0.0
白鹤盘旋奔向远方投入了岛屿。,惊鹤盘云自远汀,0.0
白鹤盘旋奔向远方投入了岛屿。,鹤盘吴屿双翎健,0.0
因离亲人越来越远。,渐与骨肉远,1.0
因离亲人越来越远。,转怜骨肉近,0.0
因离亲人越来越远。,骨肉去家远,0.0
因离亲人越来越远。,渐与人俗远,0.0
臣子们如果忽略了皇帝的这番好意，那当皇帝的，岂不等于把财物白扔！,如生为弃朕，朕亦弃生为。,0.0
臣子们如果忽略了皇帝的这番好意，那当皇帝的，岂不等于把财物白扔！,至灵之谓人，至贵之谓君。,0.0
臣子们如果忽略了皇帝的这番好意，那当皇帝的，岂不等于把财物白扔！,臣如忽至理，君岂弃此物。,1.0
臣子们如果忽略了皇帝的这番好意，那当皇帝的，岂不等于把财物白扔！,至哉师初录，弃彼尝在此。,0.0
举起手就可以接近月亮。,举手可近月,1.0
举起手就可以接近月亮。,举杯兼得月,0.0
举起手就可以接近月亮。,莞簟不可近,0.0
举起手就可以接近月亮。,举手可及屋,0.0
可是贼心难料。,擒贼非难事,0.0
可是贼心难料。,岂意才难用,0.0
可是贼心难料。,岂意贼难料,1.0
可是贼心难料。,岂意贼生贼,0.0
池塘里的荷花散射出一片鲜艳的色彩。,嘉名菡萏同,0.0
池塘里的荷花散射出一片鲜艳的色彩。,菡萏溢嘉色,1.0
池塘里的荷花散射出一片鲜艳的色彩。,渚有菡萏芳,0.0
池塘里的荷花散射出一片鲜艳的色彩。,菡萏碧池香,0.0
明镜难再以照出第二个影子。,清镜无双影,1.0
明镜难再以照出第二个影子。,影孤清镜辉,0.0
明镜难再以照出第二个影子。,清镜催双鬓,0.0
明镜难再以照出第二个影子。,鸾镜无由照,0.0
水鸡衔着小鱼来去飞翔。,水鸟衔鱼来去飞,0.0
水鸡衔着小鱼来去飞翔。,水鸡衔鱼来去飞,1.0
水鸡衔着小鱼来去飞翔。,水鸟衔鱼来献人,0.0
水鸡衔着小鱼来去飞翔。,下看江鸥来去飞,0.0
她被选中服侍君王的寝息。,贵人金屏侧,0.0
她被选中服侍君王的寝息。,薰香虚侍寝,0.0
她被选中服侍君王的寝息。,侍帝金华讲,0.0
她被选中服侍君王的寝息。,侍寝金屏中,1.0
眼前没有随风飘扬的柳絮。,未应柳絮因风起,0.0
眼前没有随风飘扬的柳絮。,更无柳絮因风起,1.0
眼前没有随风飘扬的柳絮。,无心柳絮当人起,0.0
眼前没有随风飘扬的柳絮。,更无柳絮随风起,0.0
始终不见丈夫归来。,终然独不见,1.0
始终不见丈夫归来。,终然不可见,0.0
始终不见丈夫归来。,所思终不见,0.0
始终不见丈夫归来。,杳然独不见,0.0
换取身上的衣服和填肚的食物。,身上衣裳针线旧,0.0
换取身上的衣服和填肚的食物。,身上衣裳口中食,1.0
换取身上的衣服和填肚的食物。,身上祇衣粗直掇,0.0
换取身上的衣服和填肚的食物。,见遗上衣并下裳,0.0
天地之间一片空旷。,牢落乾坤大,0.0
天地之间一片空旷。,落落乾坤眼,0.0
天地之间一片空旷。,乾坤空落落,1.0
天地之间一片空旷。,落落乾坤大,0.0
却被官家全部拿完！,尽作官家税,1.0
却被官家全部拿完！,官税早输衙,0.0
却被官家全部拿完！,官税供输外,0.0
却被官家全部拿完！,吏预催官税,0.0
但是只有柴车寂寞地出入在斜阳下。,残阳寂寞出樵车,1.0
但是只有柴车寂寞地出入在斜阳下。,墓台寂寞对斜阳,0.0
但是只有柴车寂寞地出入在斜阳下。,残阳寂寞东城去,0.0
但是只有柴车寂寞地出入在斜阳下。,寂寞残阳乱烽里,0.0
像食橄榄，开始有些苦涩，味道越来越好。,茹荼知味苦，食梅知味酸。,0.0
像食橄榄，开始有些苦涩，味道越来越好。,且食双鱼美，谁看异味重。,0.0
像食橄榄，开始有些苦涩，味道越来越好。,道如知所味，食亦见于羹。,0.0
像食橄榄，开始有些苦涩，味道越来越好。,初如食橄榄，真味久愈在。,1.0
时光匆匆已过十年，现唯有清明的风俗还与之相同。,饼芋千秋习俗违,0.0
时光匆匆已过十年，现唯有清明的风俗还与之相同。,万里浮菖习俗同,0.0
时光匆匆已过十年，现唯有清明的风俗还与之相同。,万里秋千习俗同,1.0
时光匆匆已过十年，现唯有清明的风俗还与之相同。,万里春风同入户,0.0
飘渺有如万里秋烟。,金铎韵秋烟,0.0
飘渺有如万里秋烟。,清韵起秋风,0.0
飘渺有如万里秋烟。,风袅近虚烟,0.0
飘渺有如万里秋烟。,虚徐韵秋烟,1.0
特别是汉末建安时代以来，诗歌已经走上了绮丽浮华的套路，不足为珍贵了。,自昔霸王略，多从羁旅来。,0.0
特别是汉末建安时代以来，诗歌已经走上了绮丽浮华的套路，不足为珍贵了。,自从建安来，绮丽不足珍。,1.0
特别是汉末建安时代以来，诗歌已经走上了绮丽浮华的套路，不足为珍贵了。,君自闽天来，岂少陈家紫。,0.0
特别是汉末建安时代以来，诗歌已经走上了绮丽浮华的套路，不足为珍贵了。,渌水称佳丽，于今不足云。,0.0
把西园的芳菲一扫而空。,断送梨花满地残,0.0
把西园的芳菲一扫而空。,断送西园满地香,1.0
把西园的芳菲一扫而空。,不废西风满院香,0.0
把西园的芳菲一扫而空。,满地飞花断送春,0.0
本该是阳光明媚的春日却是连日阴雨。,花开时节雨连风,0.0
本该是阳光明媚的春日却是连日阴雨。,花时闷见联绵雨,1.0
本该是阳光明媚的春日却是连日阴雨。,政复花时如此雨,0.0
本该是阳光明媚的春日却是连日阴雨。,四序有花长见雨,0.0
阳关与故国相隔万里之遥。,榆关万里道,0.0
阳关与故国相隔万里之遥。,襄阳千里道,0.0
阳关与故国相隔万里之遥。,万里关山道,0.0
阳关与故国相隔万里之遥。,阳关万里道,1.0
谁家住宅建成后还去破坏。,平章宅里是谁家,0.0
谁家住宅建成后还去破坏。,谁家宅第成还破,1.0
谁家住宅建成后还去破坏。,谁家第宅成还破,0.0
谁家住宅建成后还去破坏。,谁家清梦破辽西,0.0
洛水两岸风光何其美丽。,此日光辉何所似,0.0
洛水两岸风光何其美丽。,借问湖光何所似,0.0
洛水两岸风光何其美丽。,洛浦风光何所似,1.0
洛水两岸风光何其美丽。,洛浦神仙何所似,0.0
寒冰被温暖的日光消融。,寒冰辟炎景,1.0
寒冰被温暖的日光消融。,冰雪冲寒景,0.0
寒冰被温暖的日光消融。,寒威入砚冰,0.0
寒冰被温暖的日光消融。,祁寒反夏炎,0.0
金銮殿处理完国事深夜才归。,谁直金銮夜演纶,0.0
金銮殿处理完国事深夜才归。,飞书昨夜到金銮,0.0
金銮殿处理完国事深夜才归。,老臣载笔侍金銮,0.0
金銮殿处理完国事深夜才归。,载笔金銮夜始归,1.0
把鸡赶上了树端。,驱鸡上屋飞,0.0
把鸡赶上了树端。,邻鸡上树鸣,0.0
把鸡赶上了树端。,驱鸡上树木,1.0
把鸡赶上了树端。,鸡栖高树上,0.0
当年与你对棋，比你为晋朝谢安。,围棋闲访谢,0.0
当年与你对棋，比你为晋朝谢安。,围棋邀谢傅,0.0
当年与你对棋，比你为晋朝谢安。,弈棋陪谢傅,0.0
当年与你对棋，比你为晋朝谢安。,对棋陪谢傅,1.0
太真听说君王的使者到了。,闻道汉家天子使,1.0
太真听说君王的使者到了。,汉家天子今神武,0.0
太真听说君王的使者到了。,闻道汉家征贡禹,0.0
太真听说君王的使者到了。,汉家天子好经过,0.0
岂非为人正直能感应灵通？,直须言下通非句,0.0
岂非为人正直能感应灵通？,正定始能通此趣,0.0
岂非为人正直能感应灵通？,岂非正直能感通,1.0
岂非为人正直能感应灵通？,正直心期自感通,0.0
冷雨连夜洒遍吴地江天，清晨送走你后，连朦胧的远山也显得孤单！,寒雨连天夜入吴，平明送客楚山孤。,0.0
冷雨连夜洒遍吴地江天，清晨送走你后，连朦胧的远山也显得孤单！,寒雨连江夜入吴，平明送客楚山孤。,1.0
冷雨连夜洒遍吴地江天，清晨送走你后，连朦胧的远山也显得孤单！,天寒为客吴江上，夜雨读书山寺中。,0.0
冷雨连夜洒遍吴地江天，清晨送走你后，连朦胧的远山也显得孤单！,淮浪逆舟寒日淡，楚山连戍暮云深。,0.0
南郊外的万里桥，跨过泱泱的锦江。,南浦浮云万里桥,0.0
南郊外的万里桥，跨过泱泱的锦江。,万里清江万里鱼,0.0
南郊外的万里桥，跨过泱泱的锦江。,南浦清江万里桥,1.0
南郊外的万里桥，跨过泱泱的锦江。,跨浦桥边万里风,0.0
黄云惨淡。,惨澹无颜色,0.0
黄云惨淡。,愁云惨不舒,0.0
黄云惨淡。,黄云惨无颜,1.0
黄云惨淡。,黄云惨不开,0.0
当时的美人还觉得很怨恨呢。,酷似当时堕泪人,0.0
当时的美人还觉得很怨恨呢。,犹似当时美人影,0.0
当时的美人还觉得很怨恨呢。,当时曾醉美人家,0.0
当时的美人还觉得很怨恨呢。,当时美人犹怨悔,1.0
春雷滚滚，惊醒了冬眠中的龙蛇百虫。,天寒已放龙蛇蛰,0.0
春雷滚滚，惊醒了冬眠中的龙蛇百虫。,雷雨龙蛇蛰未惊,0.0
春雷滚滚，惊醒了冬眠中的龙蛇百虫。,池上龙蛇惊蛰起,0.0
春雷滚滚，惊醒了冬眠中的龙蛇百虫。,雷惊天地龙蛇蛰,1.0
幸好依仗你夫家好门第。,赖兹托令门,1.0
幸好依仗你夫家好门第。,令弟鹿门存,0.0
幸好依仗你夫家好门第。,美兹贤令尹,0.0
幸好依仗你夫家好门第。,以兹知令子,0.0
作为楚人，你最重视自己的诺言，你的诗也如谢朓一样清丽。,诺为楚人重，诗传谢朓清。,1.0
作为楚人，你最重视自己的诺言，你的诗也如谢朓一样清丽。,名缘却贽重，诗为解颐传。,0.0
作为楚人，你最重视自己的诺言，你的诗也如谢朓一样清丽。,历险韩公癖，惊人谢朓诗。,0.0
作为楚人，你最重视自己的诺言，你的诗也如谢朓一样清丽。,族本三阳重，诗从小谢清。,0.0
伤心流连，我想找个有力的朋友避乱托身，却只是梦想。,又作恩平一梦回,0.0
伤心流连，我想找个有力的朋友避乱托身，却只是梦想。,低回又作荆州梦,1.0
伤心流连，我想找个有力的朋友避乱托身，却只是梦想。,他乡忽作青州梦,0.0
伤心流连，我想找个有力的朋友避乱托身，却只是梦想。,低徊不作朝阳梦,0.0
同样是为人之妻，唯有我影只人单。,一为问家人,0.0
同样是为人之妻，唯有我影只人单。,一弟独为人,0.0
同样是为人之妻，唯有我影只人单。,万一主人怜,0.0
同样是为人之妻，唯有我影只人单。,一种为人妻,1.0
城头上传来了叠鼓声声。,城昏叠鼓严,0.0
城头上传来了叠鼓声声。,城头叠鼓声,1.0
城头上传来了叠鼓声声。,城头翻鼓罢,0.0
城头上传来了叠鼓声声。,城头叠鼓催,0.0
滚滚而来，我在荆州的江面上放舟游荡，极目远望。,浮舟望安极,1.0
滚滚而来，我在荆州的江面上放舟游荡，极目远望。,湖船望不极,0.0
滚滚而来，我在荆州的江面上放舟游荡，极目远望。,桂岭望何极,0.0
滚滚而来，我在荆州的江面上放舟游荡，极目远望。,浮舟望海回,0.0
谁也不希望它粘上自己的头发。,莫遣鬓毛苍,0.0
谁也不希望它粘上自己的头发。,莫近鬓毛生,1.0
谁也不希望它粘上自己的头发。,莫待鬓华生,0.0
谁也不希望它粘上自己的头发。,莫待鬓毛华,0.0
相传秦始皇曾在钟山之下埋下黄金，以振“王气”，但这里山川灵秀之气象至今还是旺盛的。,石头高踞倚云空，佳气于今尚郁葱。,0.0
相传秦始皇曾在钟山之下埋下黄金，以振“王气”，但这里山川灵秀之气象至今还是旺盛的。,秦皇空此瘗黄金，佳气葱葱至今王。,1.0
相传秦始皇曾在钟山之下埋下黄金，以振“王气”，但这里山川灵秀之气象至今还是旺盛的。,西望金陵千古意，葱葱佳气帝王州。,0.0
相传秦始皇曾在钟山之下埋下黄金，以振“王气”，但这里山川灵秀之气象至今还是旺盛的。,汉武秦皇皆好此，至今陵寝闭秋风。,0.0
西自长安苍龙门而出。,却出苍龙阙,0.0
西自长安苍龙门而出。,西出苍龙门,1.0
西自长安苍龙门而出。,晚出苍龙驾,0.0
西自长安苍龙门而出。,一出西郭门,0.0
应当还未有煞春天的美景。,未应伤物华,1.0
应当还未有煞春天的美景。,芳华未应歇,0.0
应当还未有煞春天的美景。,未沬物华新,0.0
应当还未有煞春天的美景。,故物未应忘,0.0
月光悄然洒落，孤垒沐浴在明净澄澈的清辉之中。,月依孤垒没,0.0
月光悄然洒落，孤垒沐浴在明净澄澈的清辉之中。,潮生孤屿没,0.0
月光悄然洒落，孤垒沐浴在明净澄澈的清辉之中。,月侵孤垒没,1.0
月光悄然洒落，孤垒沐浴在明净澄澈的清辉之中。,破垒残星没,0.0
正好遇到小童摆弄钓鱼船。,正值儿童洗砚初,0.0
正好遇到小童摆弄钓鱼船。,底似渔矶弄钓舟,0.0
正好遇到小童摆弄钓鱼船。,儿童赢得归舟快,0.0
正好遇到小童摆弄钓鱼船。,正值儿童弄钓舟,1.0
从早到晚鸣叫在柳树边的春风中。,尽日春风吹百花,0.0
从早到晚鸣叫在柳树边的春风中。,柳边尽日啼春风,1.0
从早到晚鸣叫在柳树边的春风中。,湖边无日欠春风,0.0
从早到晚鸣叫在柳树边的春风中。,五柳春风尽日閒,0.0
心中有道，行迹自然高尚，与居住地有没有人群有什么相干？,道存人自化，意澹俗无猜。,0.0
心中有道，行迹自然高尚，与居住地有没有人群有什么相干？,道存迹自高，何惮去人近。,1.0
心中有道，行迹自然高尚，与居住地有没有人群有什么相干？,本去官道远，自然人迹稀。,0.0
心中有道，行迹自然高尚，与居住地有没有人群有什么相干？,有心探古迹，何以去人群。,0.0
蛟龙惊起不敢在水中静卧。,惊起潭中久卧龙,0.0
蛟龙惊起不敢在水中静卧。,大壑鱼龙卧不惊,0.0
蛟龙惊起不敢在水中静卧。,风雨不惊龙卧稳,0.0
蛟龙惊起不敢在水中静卧。,龙惊不敢水中卧,1.0
今天有只蝴蝶飞别邻居家去了。,家家蝴蝶过邻墙,0.0
今天有只蝴蝶飞别邻居家去了。,今朝粉蝶过邻家,1.0
今天有只蝴蝶飞别邻居家去了。,错疑蜂蝶过邻家,0.0
今天有只蝴蝶飞别邻居家去了。,便看粉蝶过墙来,0.0
再加上天热烦躁身体疲惫，我不禁热切地将太平时世盼想。,悲歌常激烈,0.0
再加上天热烦躁身体疲惫，我不禁热切地将太平时世盼想。,激烈有遗歌,0.0
再加上天热烦躁身体疲惫，我不禁热切地将太平时世盼想。,激烈思前事,0.0
再加上天热烦躁身体疲惫，我不禁热切地将太平时世盼想。,激烈思时康,1.0
青青古松树，掩映佛殿的大门。,松篁古殿开,0.0
青青古松树，掩映佛殿的大门。,松青古殿扉,0.0
青青古松树，掩映佛殿的大门。,松清古殿扉,1.0
青青古松树，掩映佛殿的大门。,松阴古殿隈,0.0
缕缕轻烟飘过小草最先徐徐低头。,波痕新绿草新青,0.0
缕缕轻烟飘过小草最先徐徐低头。,略略烟痕草许低,1.0
缕缕轻烟飘过小草最先徐徐低头。,春畦草色青如许,0.0
缕缕轻烟飘过小草最先徐徐低头。,烟岚如黛草痕荒,0.0
我虽然跨着大马，却无能归还，因为历阳湖波汹涌如大山。,望断湖山湖水西，君来我亦醉如泥。,0.0
我虽然跨着大马，却无能归还，因为历阳湖波汹涌如大山。,我虽跨马不得还，历阳湖波大如山。,1.0
我虽然跨着大马，却无能归还，因为历阳湖波汹涌如大山。,我欲从君马首东，钱塘湖上看东风。,0.0
我虽然跨着大马，却无能归还，因为历阳湖波汹涌如大山。,忽忽春归不可攀，且乘高兴看湖山。,0.0
今天晚上有多少地方的民众在流泪！,几人吟咀泪痕多,0.0
今天晚上有多少地方的民众在流泪！,泪痕留处不堪来,0.0
今天晚上有多少地方的民众在流泪！,几处今宵垂泪痕,1.0
今天晚上有多少地方的民众在流泪！,几个春来无泪痕,0.0
水面上倒映着睛空的云朵，这风景让我回忆起在帝京的日子。,风景令人忆谢端,0.0
水面上倒映着睛空的云朵，这风景让我回忆起在帝京的日子。,令人却忆桐川路,0.0
水面上倒映着睛空的云朵，这风景让我回忆起在帝京的日子。,风景令人忆帝京,1.0
水面上倒映着睛空的云朵，这风景让我回忆起在帝京的日子。,几度令人忆上京,0.0
独自围绕着清澈的小溪而行。,别墅清溪曲,0.0
独自围绕着清澈的小溪而行。,十里清溪曲,0.0
独自围绕着清澈的小溪而行。,独行清涧曲,0.0
独自围绕着清澈的小溪而行。,独绕清溪曲,1.0
此去谁能与你一起到家乡。,此境与君能一到,0.0
此去谁能与你一起到家乡。,此去与师谁共到,1.0
此去谁能与你一起到家乡。,此意何时与共论,0.0
此去谁能与你一起到家乡。,吾师到处谁同到,0.0
在秋凉之夜四顾凄迷，倍感孤寂。,石镜秋凉夜,1.0
在秋凉之夜四顾凄迷，倍感孤寂。,石镜通秋月,0.0
在秋凉之夜四顾凄迷，倍感孤寂。,风凉秋夜长,0.0
在秋凉之夜四顾凄迷，倍感孤寂。,秋风凉夜静,0.0
曾参怎么会是杀人犯。,始信曾参不杀人,0.0
曾参怎么会是杀人犯。,曾参岂是杀人者,1.0
曾参怎么会是杀人犯。,岂得曾参亦杀人,0.0
曾参怎么会是杀人犯。,我来岂是参禅者,0.0
清晨时分朝霞发出金光，傍晚时刻太阳垂落海边，高山一片森然。,日蒸沧海气，霞动赤城标。,0.0
清晨时分朝霞发出金光，傍晚时刻太阳垂落海边，高山一片森然。,波光含日动，蜃气斗霞新。,0.0
清晨时分朝霞发出金光，傍晚时刻太阳垂落海边，高山一片森然。,赤霞动金光，日足森海峤。,1.0
清晨时分朝霞发出金光，傍晚时刻太阳垂落海边，高山一片森然。,绮散烟霞动，珠含海水澄。,0.0
枪打出头鸟，谁叫你那么喜欢提意见，那么会说话。,能言终见弃,1.0
枪打出头鸟，谁叫你那么喜欢提意见，那么会说话。,能识弃𦈡人,0.0
枪打出头鸟，谁叫你那么喜欢提意见，那么会说话。,毋言弃置伤,0.0
枪打出头鸟，谁叫你那么喜欢提意见，那么会说话。,不信𦈡终弃,0.0
兵书上浮满了灰尘，也好久没有人听我谈论这些用兵之策了。,阴符注李筌,0.0
兵书上浮满了灰尘，也好久没有人听我谈论这些用兵之策了。,惨澹阴符出,0.0
兵书上浮满了灰尘，也好久没有人听我谈论这些用兵之策了。,阴符生素尘,1.0
兵书上浮满了灰尘，也好久没有人听我谈论这些用兵之策了。,惨澹閟阴符,0.0
